numero;sigle;libelle;groupe_disciplinaire;toutes_les_disciplines;discipline_principale;localisation;liste_tous_etablissements;laboratoires_rattaches;annee_de_creation;annee_accreditation;duree_accreditation;code_etablissement_support;etablissement_support;code_etablissements_coaccredites;etablissements_coaccredites;codes_etablissements_associes;etablissements_associes;liste_codes_tous_etablissements;disciplines_secondaires;identifiants_des_laboratoires;civilite_du_directeur;prenom_du_directeur;nom_du_directeur;telephone;mail;site_web;adresse_postale;code_postal;code_commune;libelle_commune;code_unite_urbaine;libelle_unite_urbaine;code_departement;libelle_departement;code_academie;libelle_academie;code_region;libelle_region;ville;coordonnees_geographiques;url_structures_de_recherche_actives;code_region_avant2016;libelle_region_avant2016
373;SICMA;Santé, Information, Communication, Mathématique, Matière;Pluridisciplinaire Sciences exactes - Sciences du vivant;"Sciences et technologies de l'information et de la communication;Mathématiques et leurs interactions;Physique;Chimie;Biologie, médecine,santé;Sciences pour l'ingénieur;Sciences agronomiques et écologiques";Sciences et technologies de l'information et de la communication;Bretagne>Rennes>Finistère>Brest;"Université de Bretagne Occidentale;Télécom Bretagne;Université de Bretagne-Sud (US);École nationale d'ingénieurs de Brest;École nat. sup. de techniques avancées Bretagne;Ecole Spéciale Militaire de Saint-Cyr";"EA 1274;EA 2216;EA 3878;EA 3882;EA 4250;EA 4324;EA 4685;EA 938;UMR 6074;UMR 6205;UMR 6285;UMR 6521;UMR_S 1078;UMR_S 1101";2000;2012;5.0;0290346U;Université de Bretagne Occidentale;"0291811L;0561718N";"Télécom Bretagne;Université de Bretagne-Sud (US)";"0290119X;0290125D;0560068V";"École nationale d'ingénieurs de Brest;École nat. sup. de techniques avancées Bretagne;Ecole Spéciale Militaire de Saint-Cyr";"0290346U;0291811L;0561718N;0290119X;0290125D;0560068V";"Mathématiques et leurs interactions;Physique;Chimie;Biologie, médecine,santé;Sciences pour l'ingénieur;Sciences agronomiques et écologiques";"199213404J;199613796T;200415138S;200415142W;200815487D;200815554B;201220331B;199213278X;200012163A;200412254G;200811697J;199612313F;201220082F;201220084H";Monsieur;Christian;BROSSEAU;02 98 01 70 32;edsicma@univ-brest.fr,michele.kerleroux@univ-brest.fr;http://edsicma.univ-brest.fr;Université de Bretagne Occidentale ED SICMA bureau C216 UFR Sciences et Techniques, 6 avenue Le Gorgeu CS 93837;29238;29019;Brest;UU29701;Brest;D029;Finistère;A14;Rennes;R53;Bretagne;BREST CEDEX 3;48.399596, -4.4970316;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=373;R53;Bretagne
377;;Environnement et société;Pluridisciplinaire Sciences humaines et sociales - Sciences exactes - Sciences du vivant;Sciences pour l'ingénieur;Sciences pour l'ingénieur;Corse>Haute-Corse>Corte;Université de Corse Pasquale Paoli;"EA 7310;UMR 6134;UMR 6240";2000;2013;5.0;7200664J;Université de Corse Pasquale Paoli;;;;;7200664J;;"201320595J;200012203U;200812281U";Monsieur;Jean;COSTA;04 95 37 23 22;ecole.doctorale@universita.corsica;http://ecole-doctorale.univ-corse.fr/;Université de Corse Pascquale Paoli Ecole doctorale RN 200 BP 52;20250;2B096;Corte;UU2B203;Corte;D02B;Haute-Corse;A27;Corse;R94;Corse;CORTE;42.309409, 9.149022;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=377;R94;Corse
395;MCSPP;Milieux, cultures et sociétés du passé et du présent;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Île-de-France>Versailles>Hauts-de-Seine>Paris>Nanterre;Université Paris Ouest Nanterre La Défense;"EA 1587;EA 4414;UMR 7041;UMR 7055;UMR 7186;UMR 7528;UMR 8168";2000;2014;5.0;0921204J;Université Paris Ouest Nanterre La Défense;;;;;0921204J;;"199213516F;200918484G;199912442H;199912453V;200919196F;199712589B;200612820N";Madame;Christel;MULLER;01 40 97 41 19;e.ozenne@u-paris10.fr,christel.muller@mae.u-paris10.fr,philippe.erikson@u-paris10.fr;https://ed-mcspp.u-paris10.fr/;Université Paris Ouest ED 395 MCSPP Bât. A Bureau 306B, 200 avenue de la République;92001;92050;Nanterre;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;NANTERRE CEDEX;48.9034872, 2.2110075;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=395;R11;Île-de-France
398;;Géosciences, ressources naturelles et environnement;Sciences exactes;Sciences de la terre et de l'univers, espace;Sciences de la terre et de l'univers, espace;Île-de-France>Paris>Paris  5e  Arrondissement;"Université Pierre et Marie Curie;École normale supérieure de Paris;COMUE Paris Sciences et Lettres;École nat. sup. du pétrole et des moteurs;Institut des sciences et industries du vivant et de l'environnement (AgroParisTech)";"UMR 7095;UMR 7154;UMR 7193;UMR 7207;UMR 7590;UMR 7606;UMR 7619;UMR 7636;UMR 8028;UMR 8109;UMR 8537;UMR 8538;UMR 8539;UMR 8587;UMR 8630;UMR_MA 102";2000;2014;5.0;0751722P;Université Pierre et Marie Curie;"0753455Y;0755575C;0920815L";"École normale supérieure de Paris;COMUE Paris Sciences et Lettres;École nat. sup. du pétrole et des moteurs";0753465J;Institut des sciences et industries du vivant et de l'environnement (AgroParisTech);"0751722P;0753455Y;0755575C;0920815L;0753465J";;"199416639S;200512539M;200918450V;200918558M;199712636C;199712651U;199712664H;200512677M;200212701B;200212766X;199812865X;199812866Y;199812867Z;201019014D;199812955V;200920634U";;;;01 44 27 49 36;dovy.tristani_beguerie@upmc.fr;http://www.ed398.upmc.fr/;ED398 - UPMC Tour 46 2E  Case courrier 129, 4 place Jussieu;75252;75105;Paris  5e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS CEDEX 05;48.8471036, 2.357499;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=398;R11;Île-de-France
441;;Histoire de l'art;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Île-de-France>Paris>Paris  2e  Arrondissement;Université Paris 1 - Panthéon Sorbonne;"EA 4100;UMR 8589";2000;2014;5.0;0751717J;Université Paris 1 - Panthéon Sorbonne;;;;;0751717J;;"200614215E;199812917D";;;;01 47 03 84 44;zinaida.polimenova@univ-paris1.fr;http://ed-histart.univ-paris1.fr;Ecole doctorale Histoire de l'art 441 Institut d'Histoire de l'Art Galerie Colbert,I 2 rue Vivienne;75002;75102;Paris  2e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS;48.8670524, 2.3391513;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=441;R11;Île-de-France
450;;Recherches en psychanalyse et Psychopathologie;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Île-de-France>Paris>Paris 13e  Arrondissement;"COMUE Université Sorbonne Paris Cité;Université Paris Diderot";EA 3522;2001;2014;5.0;0755598C;COMUE Université Sorbonne Paris Cité;0751723R;Université Paris Diderot;;;"0755598C;0751723R";;201420739L;Monsieur;Christian;HOFFMANN;01 57 27 63 70;virginie.conca@univ-paris-diderot.fr;http://www.ep.univ-paris-diderot.fr/recherche/ecole-doctorale/;Université Paris 7 UFR d'Etudes Psychanalytiques Bât. Olympe de Gouges ED 450  bureau 416 case 7058, 8 rue Albert Einstein;75013;75113;Paris 13e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS CEDEX 10;48.8750952, 2.3527253;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=450;R11;Île-de-France
468;MEGeP;Mécanique, Energétique, Génie civil & Procédés;Sciences exactes;Sciences pour l'ingénieur;Sciences pour l'ingénieur;Midi-Pyrénées>Toulouse>Haute-Garonne>Toulouse;"INP de Toulouse;Institut national des sciences appliquées  de Toulouse (INSA);Université de Toulouse 3 - Paul Sabatier;Institut supérieur de l'aéronautique et de l'espace;École nationale d'ingénieurs de Tarbes;École nat. sup. des Mines d'Albi-Carmaux";"EA 3027;EA 3028;UMR 5213;UMR 5502;UMR 5503";2005;2011;5.0;0311381H;INP de Toulouse;"0310152X;0311384L;0312760G";"Institut national des sciences appliquées  de Toulouse (INSA);Université de Toulouse 3 - Paul Sabatier;Institut supérieur de l'aéronautique et de l'espace";"0650048Z;0811200P";"École nationale d'ingénieurs de Tarbes;École nat. sup. des Mines d'Albi-Carmaux";"0311381H;0310152X;0311384L;0312760G;0650048Z;0811200P";;"199914342Y;199914343Z;200711882P;199511946L;199511947M";Madame;Hélène;ROUX DE BALMANN;05 61 10 80 34;ed-megep@univ-toulouse.fr,roux@chimie.ups-tlse.fr,colin@imft.fr;http://www.ed-megep.fr/;Maison de la Recherche et de la Valorisation (MRV) ED MEGeP, 118 route de Narbonne;31062;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Languedoc-Roussillon - Midi-Pyrénées;TOULOUSE CEDEX 09;43.5628814, 1.4661701;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=468;R73;Midi-Pyrénées
484;3LA;Lettres, langues, linguistique et arts;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Rhône-Alpes>Lyon>Rhône>Lyon>Lyon 7e  Arrondissement;"Université Lumière - Lyon 2;Université de Saint-Etienne Jean Monnet;Université Jean Moulin - Lyon 3;École normale supérieure de Lyon";"EA 1853;EA 3068;EA 4160;EA 4162;EA 653;FRE 4673;UMR 5191;UMR 5596;UMR 5648";2007;2011;5.0;0691775E;Université Lumière - Lyon 2;"0421095M;0692437Z;0694123G";"Université de Saint-Etienne Jean Monnet;Université Jean Moulin - Lyon 3;École normale supérieure de Lyon";;;"0691775E;0421095M;0692437Z;0694123G";;"199513608T;199914382S;200715403S;200715405U;199113178T;201119461K;200311862K;199412029F;199412070A";Monsieur;Olivier;FERRET;04 78 69 70 44;bertrand.jacquet@univ-lyon2.fr,edhsh@univ-lyon2.fr;http://3la.univ-lyon2.fr/;Université Lumière Lyon 2, Direction de la recherche et des écoles doctorales DRED,  86 rue Pasteur;69007;69387;Lyon 7e  Arrondissement;UU00758;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne - Rhône-Alpes;LYON;45.7495517, 4.8374255;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=484;R82;Rhône-Alpes
485;EPIC;Education, Psychologie, Information et Communication;Pluridisciplinaire Sciences humaines et sociales - Sciences exactes;Sciences de la société;Sciences de la société;Rhône-Alpes>Lyon>Rhône>Lyon>Lyon 7e  Arrondissement;"Université Lumière - Lyon 2;Université de Saint-Etienne Jean Monnet;Université Claude Bernard - Lyon 1;Université Jean Moulin - Lyon 3;École normale supérieure de Lyon;Institut d'études politiques de Lyon (IEP);Institut national des sciences appliquées de Lyon (INSA);École nat. sup. des sciences de l'information et des bibliothèques;Institut français de l'éducation";"EA 4129;EA 4147;EA 4148;EA 4162;EA 4163;EA 4571;EA 647;EA 653;UMR 5191;UMR 5205";2007;2011;5.0;0691775E;Université Lumière - Lyon 2;"0421095M;0691774D;0692437Z;0694123G";"Université de Saint-Etienne Jean Monnet;Université Claude Bernard - Lyon 1;Université Jean Moulin - Lyon 3;École normale supérieure de Lyon";"0690173N;0690192J;0692459Y;0693822E";"Institut d'études politiques de Lyon (IEP);Institut national des sciences appliquées de Lyon (INSA);École nat. sup. des sciences de l'information et des bibliothèques;Institut français de l'éducation";"0691775E;0421095M;0691774D;0692437Z;0694123G;0690173N;0690192J;0692459Y;0693822E";;"200715373J;200715391D;200715392E;200715405U;200715406V;201119451Z;199113176R;199113178T;200311862K;200511875R";Monsieur;André;ROBERT;04 78 78 74 51;andre.robert@univ-lyon2.fr,brigitte.dubois@univ-lyon2.fr;http://epic.univ-lyon2.fr/;Université de Lyon 2 Direction de la rechercher et des écoles doctorales DRED, 86 rue Pasteur;69007;69387;Lyon 7e  Arrondissement;UU00758;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne - Rhône-Alpes;LYON;45.7495517, 4.8374255;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=485;R82;Rhône-Alpes
497;EDNBISE;Normande de Biologie Intégrative, Santé, Environnement;Pluridisciplinaire Sciences exactes - Sciences du vivant;"Sciences de la terre et de l'univers, espace;Biologie, médecine,santé;Sciences agronomiques et écologiques";Sciences de la terre et de l'univers, espace;Haute-Normandie>Rouen>Seine-Maritime>Rouen>Mont-Saint-Aignan;COMUE Normandie Universités;"EA 1293;EA 2608;EA 2656;EA 3800;EA 3829;EA 3830;EA 4258;EA 4259;EA 4308;EA 4309;EA 4312;EA 4650;EA 4651;EA 4652;EA 4655;EA 4656;FRE 3484;UMR 6143;UMR 6301;UMR_A 950;UMR_S 1073;UMR_S 1075;UMR_S 1079;UMR_S 1086;UMR_S 1096;UMR_S 905;UMR_S 918;UMR_S 919;UMR_S 982";2008;2015;2.0;0142382N;COMUE Normandie Universités;;;;;0142382N;"Biologie, médecine,santé;Sciences agronomiques et écologiques";"199213409P;199814133A;199814170R;200414212K;200415089N;200415090P;200815495M;200815496N;200815542N;200815543P;201220777L;201220080D;201220066N;201220077A;201220075Y;201220079C;201220076Z;200012210B;201220081E;200017481F;201220158N;201220074X;201220161S;201220078B;201220175G;200816534S;200816541Z;200819258C;201019271H";Monsieur;Patrice;LEROUGE;02 35 14 63 94;patrice.lerouge@univ-rouen.fr, agnes.kubryk@unicaen.fr;http://www.unicaen.fr/ednbise/Accueil/;Université de Rouen Faculté des sciences Laboratoire GLYCOMEV EA 4358, IRIB;76821;76451;Mont-Saint-Aignan;UU00755;Rouen;D076;Seine-Maritime;A21;Rouen;R28;Normandie;MONT SAINT AIGNAN;49.4594753, 1.0678964;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=497;R23;Haute-Normandie
503;STIM;Sciences et Technologies de l'Information et de Mathématiques;Sciences exactes;"Sciences et technologies de l'information et de la communication;Mathématiques et leurs interactions;Physique;Sciences pour l'ingénieur";Sciences et technologies de l'information et de la communication;Pays de la Loire>Nantes>Loire-Atlantique>Nantes;"Université de Nantes;Ecole centrale de Nantes;École nat. sup. des Mines de Nantes;Université d'Angers;Université du Maine";"EA 2645;EA 3263;EA 3858;EA 4642;UMR 6093;UMR 6164;UMR 6241;UMR 6597;UMR 6629";2008;2012;5.0;0440984F;Université de Nantes;"0440100V;0442205H;0490970N;0720916E";"Ecole centrale de Nantes;École nat. sup. des Mines de Nantes;Université d'Angers;Université du Maine";;;"0440984F;0440100V;0442205H;0490970N;0720916E";"Mathématiques et leurs interactions;Physique;Sciences pour l'ingénieur";"199614159M;200014561G;200415118V;201220073W;200012173L;200212224H;200812282V;199612373W;199612400A";Monsieur;José;MARTINEZ;02 40 41 11 15;jose.martinez@univ-nantes.fr,edstim@univ-nantes.fr;http://www.edstim.fr/accueil/;Université de Nantes Ecole doctorale STIM UFR MEDECINE BP 53508, 1 rue Gaston Veil;44035;44109;Nantes;UU44701;Nantes;D044;Loire-Atlantique;A17;Nantes;R52;Pays de la Loire;NANTES CEDEX 1;47.2108484, -1.5557782;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=503;R52;Pays de la Loire
510;I-MEP2;Ingénierie - Matériaux, Mécanique, Environnement, Energétique, Procédés, Production;Sciences exactes;"Sciences pour l'ingénieur;Chimie";Sciences pour l'ingénieur;Rhône-Alpes>Grenoble>Isère>Grenoble>Saint-Martin-d'Hères;COMUE Université Grenoble Alpes;"UMR 5130;UMR 5216;UMR 5266;UMR 5269;UMR 5272;UMR 5279;UMR 5518;UMR 5519;UMR 5628";2008;2014;2.0;0383412C;COMUE Université Grenoble Alpes;;;;;0383412C;Chimie;"200111812P;200711885T;200711929R;200711931T;200919221H;201119419P;199511962D;199511963E;199512057G";Monsieur;Bernard;PENZ;04 76 57 43 14;ed-imep2.directeur@grenoble-inp.fr,ed-imep2.secretariat@grenoble-inp.fr;http://edimep2.grenoble-inp.fr/;Grenoble INP - Bâtiment PLURIEL bureau 08 rdc,  701 rue de la Piscine Domaine Universitaire BP 81;38402;38421;Saint-Martin-d'Hères;UU38701;Grenoble;D038;Isère;A08;Grenoble;R84;Auvergne - Rhône-Alpes;SAINT MARTIN D'HERES;45.195148, 5.765355;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=510;R82;Rhône-Alpes
515;CdV;Complexité du Vivant;Sciences du vivant;Biologie, médecine,santé;Biologie, médecine,santé;Île-de-France>Paris>Paris  5e  Arrondissement;"Université Pierre et Marie Curie;École normale supérieure de Paris;COMUE Paris Sciences et Lettres";"UM 75;UM 80;UMR 144;UMR 7009;UMR 7139;UMR 7141;UMR 7203;UMR 7221;UMR 7622;UMR 8030;UMR 8122;UMR 8550;UMR_S 787;UMR_S 839;UMR_S 938;UMR_S 972;UPR 9073";2009;2014;5.0;0751722P;Université Pierre et Marie Curie;"0753455Y;0755575C";"École normale supérieure de Paris;COMUE Paris Sciences et Lettres";;;"0751722P;0753455Y;0755575C";;"200918525B;200919206S;197217858M;199912418G;200312524E;200116965R;200919226N;199812900K;199712667L;200012703M;200212778K;199812878L;201420871E;200716490Y;200918542V;201019168W;199916931M";;;;01 44 27 47 50;elisabeth.clement@upmc.fr;http://www.ed515.upmc.fr/fr/index.php;UPMC - ED515 - Bâtiment B, Bureau 115 Case courrier 32, 7 Quai Saint Bernard;75252;75105;Paris  5e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS CEDEX 05;48.847126, 2.3605159;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=515;R11;Île-de-France
522;SI-MMEA;Sciences et Ingénierie en Matériaux, Mécanique, Energétique et Aéronautique;Sciences exactes;"Sciences pour l'ingénieur;Physique;Chimie";Sciences pour l'ingénieur;Poitou-Charentes>Poitiers>Vienne>Poitiers>Chasseneuil-du-Poitou;"Université de Poitiers;Université de La Rochelle;École nat. sup. de mécanique et d'aérotechnique de Poitiers;Université de Limoges;École nat. sup. de céramique industrielle de Limoges";"EA 3178;FRE 3474;UMR 7315;UPR 3346";2009;2012;6.0;0860856N;Université de Poitiers;"0171463Y;0860073M;0870669E;0870862P";"Université de La Rochelle;École nat. sup. de mécanique et d'aérotechnique de Poitiers;Université de Limoges;École nat. sup. de céramique industrielle de Limoges";;;"0860856N;0171463Y;0860073M;0870669E;0870862P";"Physique;Chimie";"200014477R;200815463C;201220198G;201019365K";Monsieur;Hubert;ROMAT;05 49 49 68 00;ed-simmea@univ-poitiers.fr,alicia.lecesve@univ-poitiers.fr;http://simmea.ed.univ-poitiers.fr;Université de Poitiers  Ecole doctorale SI-MMEA (ED 522) SP2MI, Boulevard Marie et Pierre Curie BP 30179;86960;86062;Chasseneuil-du-Poitou;UU86601;Poitiers;D086;Vienne;A13;Poitiers;R75;Aquitaine - Limousin - Poitou-Charentes;FUTUROSCOPE-CHASSENEUIL CEDEX;46.6592119, 0.360926;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=522;R54;Poitou-Charentes
524;;BioSanté;Sciences du vivant;"Biologie, médecine,santé;Sciences agronomiques et écologiques";Biologie, médecine,santé;Limousin>Limoges>Haute-Vienne>Limoges;"Université de Limoges;Université de Poitiers";"EA 3808;EA 3842;EA 4331;EA 6309;EA 6310;FRE 3511;UMR 7276;UMR_A 1061;UMR_S 1070;UMR_S 1082;UMR_S 1084;UMR_S 1092;UMR_S 1094;UMR_S 850";2009;2012;6.0;0870669E;Université de Limoges;0860856N;Université de Poitiers;;;"0870669E;0860856N";Sciences agronomiques et écologiques;"200415068R;200415102C;200815560H;201220218D;201220217C;201220405G;201220214Z;200016943W;201220154J;201220164V;201220166X;201220172D;201220173E;200816497B";Madame;Véronique;BLANQUET;05 87 50 68 91;cds@unilim.fr,Adeline.Rigaud@unilim.fr,sabrina.biais@univ-poitiers.fr;http://biosante.ed.univ-poitiers.fr/;Université de Limoges  Pôle Recherche collège doctoral ED BIO-SANTE, 33 rue François Mitterand;87032;87085;Limoges;UU87601;Limoges;D087;Haute-Vienne;A22;Limoges;R75;Aquitaine - Limousin - Poitou-Charentes;LIMOGES;45.8341467, 1.2443752;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=524;R74;Limousin
526;SORG;Sociétés et organisations;Sciences humaines et sociales;"Sciences de la société;Sciences humaines et humanités";Sciences de la société;Limousin>Limoges>Haute-Vienne>Limoges;"Université de Limoges;Université de La Rochelle;Université de Poitiers";"EA 1088;EA 2249;EA 2252;EA 3815;EA 4332;UMR 6042;UMR 7301";2009;2012;6.0;0870669E;Université de Limoges;"0171463Y;0860856N";"Université de La Rochelle;Université de Poitiers";;;"0870669E;0171463Y;0860856N";Sciences humaines et humanités;"199213335J;199613822W;199613823X;200415075Y;200815561J;200012134U;198912365T";Monsieur;Choukri;BEN AYED;05 87 50 68 92;sec-edshs@unilim.fr,claire.buisson@unilim.fr,0ed-sorg@univ-poitiers.fr;http://sorg.ed.univ-poitiers.fr/;Université de Limoges Collège doctoral ED Sociétés et organisations,  33 rue François Mitterand BP 23204;87100;87085;Limoges;UU87601;Limoges;D087;Haute-Vienne;A22;Limoges;R75;Aquitaine - Limousin - Poitou-Charentes;LIMOGES;45.8341467, 1.2443752;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=526;R74;Limousin
532;MSTIC;Mathématiques et Sciences et Technologies de l'Information et de la Communication;Sciences exactes;"Mathématiques et leurs interactions;Sciences et technologies de l'information et de la communication";Mathématiques et leurs interactions;Île-de-France>Créteil>Seine-et-Marne>Paris>Champs-sur-Marne;Université Paris-Est;"EA 2552;EA 3956;EA 4219;UMR 8049;UMR 8050";2010;2015;5.0;0772710C;Université Paris-Est;;;;;0772710C;Sciences et technologies de l'information et de la communication;"199814079S;200515214V;200715457A;200212717U;200212718V";Monsieur;Benjamin;JOURDAIN;01 64 15 38 49;ed-mstic@univ-paris-est.fr;http://www.univ-paris-est.fr/fr/-ecole-doctorale-mathematiques-et-stic-mstic-ed-532/;Université Paris-Est ED Mathématiques et STIC (MSTIC) bât. ENPC aile Vicat bureau V426,  6-8 av. Blaise Pascal - Champs sur Marne;77455;77083;Champs-sur-Marne;UU00851;Paris;D077;Seine-et-Marne;A24;Créteil;R11;Île-de-France;MARNE LA VALLEE CEDEX 2;48.8407414, 2.587781;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=532;R11;Île-de-France
537;C&P;Culture et patrimoine;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Provence-Alpes-Côte d'Azur>Aix-Marseille>Vaucluse>Avignon;Université d'Avignon et des Pays de Vaucluse;"EA 3788;EA 4277;UMR 8562";2010;2013;5.0;0840685N;Université d'Avignon et des Pays de Vaucluse;;;;;0840685N;;"200415049V;200815514H;199812890Z";Monsieur;Loïc;GRASLAND;04 90 16 25 23;secretariat-ed@univ-avignon.fr;http://www.univ-avignon.fr/fr/recherche/ecoles-doctorales/ecole-doctorale-culture-et-patrimoine-ed-537.html;Maison de la Recherche Campus Anna Harendt bât nord bureau 0e11 Case 3, 74 rue Louis Pasteur;84029;84007;Avignon;UU00754;Avignon;D084;Vaucluse;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;AVIGNON CEDEX 1;43.9492307, 4.8160147;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=537;R93;Provence-Alpes-Côte d'Azur
540;;Transdisciplinaire Lettres/Sciences;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Île-de-France>Paris>Paris  5e  Arrondissement;COMUE Paris Sciences et Lettres;"UMR 8061;UMR 8066;UMR 8094;UMR 8097;UMR 8129;UMR 8132;UMR 8546;UMR 8547;UMR 8554;USR 3608";2010;2014;5.0;0755575C;COMUE Paris Sciences et Lettres;;;;;0755575C;;"200212727E;200012730S;200012753S;200012756V;200212785T;200212788W;199812874G;199812875H;199812882R;201420714J";Madame;Sophie;ROUX;01 44 32 21 98;drifa.fathi@ens.fr;http://www.ed540.ens.fr/;Ecole Normale Supérieure Département de philosophie ED 540, 45 rue d'Ulm;75005;75105;Paris  5e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS;48.8418367, 2.3440345;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=540;R11;Île-de-France
